Year,Birth_Rate,Death_Rate,Migration_Rate,GDP_Per_Capita,Urbanization_Rate,Literacy_Rate,Life_Expectancy,Population_Growth_Rate
2018,10.76709397269204,17.88783558082354,2.8316582058556614,7097.094305796536,42.72773563089987,96.36462499227005,84.23876519128277,1.6300764719686307
2004,33.63910400772795,12.013157745406485,-4.867661166044883,16886.114773339905,47.612717573698006,77.11418252823354,77.55991407372419,10.397977503632964
1997,37.09744315285391,11.063300658398243,2.285730690940106,34597.079122253366,58.29404780188357,76.78439305398754,71.55288598727614,13.546477243964443
2010,18.02245835416323,11.742241431516199,7.565059441827762,56861.512764388404,44.133711588631684,83.54051921630219,65.68748913945745,10.507133769086032
2008,34.37172172558452,19.578868260535028,-1.7053318542313596,18650.739900784654,44.75574626316356,67.04280054073422,62.08327077323639,12.487808756523222
2012,12.472179155858445,17.75401091503886,0.26811352579619463,19018.07911092466,79.98865064319412,86.21647854535672,64.66544157814806,4.1886188424211035
2000,27.999035747831982,15.595531577754613,-4.691428029684567,29389.59988761935,62.885212083638976,66.021255131706,61.490090946775084,9.116038421272576
2000,24.569405960028313,9.35718438834882,9.653912713506928,55193.99777085214,81.4055670947998,69.87694149793928,79.14484534517356,10.12760916866438
2013,26.37770599927,7.477594992776717,-4.000223043079388,25724.247984756264,60.87155491315262,83.73517183965284,81.25888931296244,10.528794225157188
2013,37.78615605653035,18.8215044353668,8.47331685864354,14170.534119795057,84.55585394539929,68.92245506506907,83.23801899984085,14.416916309958593
1992,36.13945741740561,11.346132841947243,-0.30518428729318003,10624.72398392451,45.28452428958009,59.99870613440304,64.64268126677476,15.069723930143674
2011,33.55250971719271,9.181336992029436,3.8133460297881783,27963.90678707642,67.00020200683207,93.59507293877533,69.11767212022824,12.905092918093167
1991,18.21095373035113,12.063812396264531,5.18973309949005,48239.96870807883,60.19390643123273,96.1077690396943,70.19133973648711,10.404117370349999
2013,37.35455886058275,18.767711342305283,-2.8875624885332822,18189.791878738986,85.12145560099158,81.33655249037243,72.78808620824185,13.46017476495097
2019,12.925230773916258,10.806009700869398,1.6563906667050325,31238.835714607932,55.10877467143987,90.55753855989268,50.08597193121555,4.24783702247775
1991,35.599876496763635,13.439614958721492,-0.11800849630036492,36577.48807293039,81.28942879599406,99.33261773873765,79.4941385001784,15.84771835056793
2010,19.844802170608233,17.044494516628504,-4.15096301591802,27577.754287815944,63.83424303635184,80.73873759099129,59.38492289113624,5.3794676975312115
2022,11.6131693498595,11.406987965725868,7.49790481589771,12309.724239844074,72.51257711162984,95.43963216250069,66.52574240611989,6.511809919157127
2001,30.08070952722245,8.503127028895525,-4.322483652537834,55382.99499815647,83.21358558717337,67.96273748601737,79.45488899658145,11.244417833793124
2011,16.938397849478662,19.9178862257455,4.798869392258002,34361.50487883455,89.8143848822877,85.02362179435931,84.88996514327414,6.666701964538098
2014,17.307133775938958,19.348562861782394,-0.2888393537022953,44018.928650919246,73.86837351886317,52.79027331484232,77.82092266749316,4.009702309454314
2016,19.181414986863146,17.65218753688271,-2.118060091972001,38526.53732083804,48.87131717506696,89.44857778050724,50.86916330500918,7.16613621487933
2017,11.910543025075501,15.325608190788838,5.00629077003318,59884.83328192685,47.94071959752658,91.49015723647837,62.90639597733171,9.265374933202205
2005,15.313814325947622,9.422984421045454,3.618065717893087,27922.2979318807,48.546229493517856,70.0587718236996,58.65237226465517,7.125067090321774
2004,10.15418882756681,18.70119407246048,-0.2711561393775517,26073.370024646512,35.8744992179699,81.94775079386648,83.74461065169038,1.2036958309888122
1992,23.362285633173606,9.133350051818432,2.6944112238885882,22248.252099310368,33.21593351573216,92.91805511961793,59.24801207671719,8.706830957021708
1996,12.527661322539139,17.012142420152486,-1.3064434819068582,22336.0791010755,64.85057257942185,94.18040822545251,83.01725666188051,5.202346664710532
2010,30.47957815132597,18.773872519119593,7.9554468850403826,17270.442432316966,78.63531163330154,55.326576215830045,82.81311297256653,10.060407775625297
1998,17.068685535749452,14.045057606448673,-0.29271829509257596,58857.177383646274,32.16807238892161,91.37438732664486,79.37936095238587,9.05107750553659
2007,38.307224321055315,17.045843268367683,-1.3227045567270288,52376.140023812804,63.99805778531043,63.712167596305015,53.43251183443842,16.36290629345695
1993,36.13754882195958,16.8754264880262,6.2775056658947666,19683.707292475756,52.30566727336975,86.36534481688716,50.06983298022696,11.832131879221581
2014,18.68322684904625,7.897366266814698,-4.736112680091277,19008.5136343403,83.54911215345712,66.25820767462777,77.78590794747997,7.749650870869887
2003,33.496463639700366,15.01886710394127,-0.9798240187088698,7108.505243918233,38.72321573285318,52.81648353152886,79.5154670156943,8.582717365001606
1998,34.09734713994419,6.4020190535666535,0.6309283097675973,52744.820770060076,63.805920300572744,60.49353549255538,83.67635926310649,16.214605808251985
2015,39.59689342343231,12.61775214706222,8.233569426870726,22934.19699876976,88.25524241968755,70.4335887913542,57.64339140084727,17.589639440393597
1991,27.93519960537055,7.433533222108663,9.256627038225163,34784.30813656254,50.70197798790376,87.06143100305212,75.66012637734872,12.350537638244141
2009,12.458972039309867,11.245242481946475,5.747169503709248,54122.286003974936,74.50661467761033,55.03518136561788,68.1672546100918,8.148755325655493
2017,29.405116867791428,17.494731120476565,2.3879767151448963,25077.938259978135,82.94706930240513,90.64670624500799,61.496877181862615,10.69284703195763
1996,28.749392451281057,19.807517594453067,4.609323235865329,48605.214561947665,41.172633748303724,99.84755459812052,71.22018535206585,9.435513623311483
1997,29.150517322612952,9.769397474894266,1.210015775219996,26386.85194867667,89.55163081572024,89.41288215895628,69.1869787755788,13.154650925401322
2024,19.214369443126344,12.979335481747649,-0.5176125222699826,42355.51540204741,78.56319990234181,73.68682600144408,60.230303974730106,8.452560497297315
2003,35.79038755240999,12.669470365557327,9.260321022094427,26439.880024338683,38.25385548675237,78.40801054229732,59.396186174613064,13.32698096938724
2006,38.78416548866235,19.316022647465992,-3.269146564851143,24172.788938726862,48.65308203089026,50.30802541513373,67.0303078451545,12.500508507288117
1993,16.531375389344547,12.178755986491602,0.19590352075163509,59451.84513415257,67.49820230144061,60.46369189276987,66.59127779701278,7.94860409753051
1991,12.644564744099334,15.486593080995467,8.486334399408896,37128.640678210926,83.09506575626355,94.94940657300228,60.57184461087987,7.2336528719412225
1995,15.836050995054523,18.826838496627893,5.8471214588112534,22676.079715755775,41.69013135553665,51.086470136759296,59.23059053141291,3.8082395954618242
1993,34.61656417767156,10.6006783930526,-4.563478230155351,16211.349148122254,73.8723349527297,95.2397476448491,83.40075931993394,10.721565039602178
2018,30.299339044595424,18.531833573680814,-4.653504898636293,3346.215843547366,46.23888079308125,55.66263040640837,80.18296766608832,7.828939343457337
2007,29.081420270173798,18.761843328365202,2.747686939368619,42687.414074674896,78.32498703765988,56.65370649794171,78.58726868985867,10.894939665281894
2015,22.053794053282736,18.95993755950696,2.2637958434503256,22957.28826352046,71.006521636502,58.76749554284612,57.49993190369523,8.459716667904495
2023,27.33483914534307,9.056692782071396,1.644873079844774,49453.99566294713,61.37454208011644,89.96926624775982,56.62518622450304,11.024633720813666
1999,19.23622375823102,11.005333914049377,-0.46484357241486673,22468.239176716805,68.99195774454,73.90932876711898,78.32651564043344,6.343689136779853
2003,24.31600238253884,18.05593862338553,9.799580797204586,23026.422353076785,82.58671473202904,57.25983151150212,56.46360216922868,11.556522621060727
2020,33.791890851119675,10.387427364206282,-0.9201901552492782,46971.67937799861,53.18555159078902,84.34009098326625,67.62375775142627,13.518477622447664
2004,39.43724792366386,14.003795494002576,2.3506030966084284,29878.53274840657,76.15501080936173,97.03441831628886,57.74976253695886,12.24988278033397
1997,37.97466770769405,6.77081760890078,1.0733964523459942,53208.79146548218,39.53432609252979,78.6225737123736,63.23244242845532,15.325232160407689
2003,38.01597828538746,5.844124821668611,-2.4462586105738686,35818.00964556856,72.0711339265141,54.93500028602693,79.870897959334,13.861103666249287
2012,22.06671204541337,11.179909842382589,-1.9607177131208213,15198.043997348213,75.03944174830264,52.73753030887699,81.19964201384192,8.589056707212633
2010,24.06369641520373,13.683747988890762,8.774541130146593,34528.03940370197,56.57986180526731,89.79361799378805,84.88377378086278,9.787516156079032
2005,31.169061891069447,10.89048670038412,7.8741958428393275,1236.098880147419,77.61732631797463,81.30418261872175,83.03664980052785,13.479496016954965
2007,37.66575784153853,13.66603655241263,-2.0143354126947144,19431.445108404434,63.42620195267262,96.13286695623006,73.49377535350072,10.832132730742671
2013,14.259827780562539,12.726265642576776,8.134939358642704,13269.188089370828,86.17646386016794,77.36250755239939,65.11040979691745,8.662188997503673
2015,19.127255914815873,15.285608439291138,-1.862208048787362,39597.08348057315,36.74798615768187,53.11977016215267,52.019233135217966,7.641299453396823
2014,14.177405337823286,14.742986465980847,4.398194826215457,9026.276426488497,37.849285575910905,70.18434249993251,71.28581397262178,5.20260669569635
2018,28.36025589878366,11.363685548098701,-3.780792150189593,18115.74935892691,80.54564652267332,82.89953442957089,57.3738231701416,11.742883809782745
2004,19.189029906626125,11.37492860629795,8.205544393886774,20547.204705080327,80.54167647398113,69.24426754686316,79.75476993403622,10.599909284915213
1990,19.783235575377205,7.11167510018348,-4.227495508017995,1194.3005029692051,58.27348507249552,99.97956983701165,69.2114607772402,7.508892311350634
2014,12.127478784639377,12.698578581446888,3.3241433387670494,3759.2275269171855,87.83773259233385,70.26893068368724,75.6725589013648,7.630882207460077
1996,20.49388185422776,13.807686922035451,6.695672877705775,19356.44155067384,70.76335911760219,77.3118063223775,73.57232621404592,9.261444006688214
1998,35.874895222047556,12.147340960307393,-3.247478953839782,14119.030738322821,88.97119480572371,61.269601631183974,62.156591714096656,11.2126738931606
2013,16.992184356725048,9.885610026304985,1.0672040125028275,7897.497578294177,61.9437237120791,57.606910215109586,76.56801175744185,4.470767772073787
1990,30.85562398630197,15.824728163776038,-4.370747727649248,10095.53772488352,42.09680065488094,82.26527692816254,79.5181335354157,10.641550392031531
1997,28.88885034815778,6.119924669678361,5.2412886600993875,50296.68072142509,56.66358762174784,79.4306373457841,76.04456527290255,13.565957919950689
2013,35.90453825107346,18.71660554631071,-0.3882560755797213,41315.85495524945,88.82921051682086,50.21694287031421,77.1882373113504,9.669454097054299
2000,13.968638429531147,5.309651593186899,3.3909286695770504,29562.934329097337,52.22483718176445,64.23907673988711,62.60054388833561,8.080200786331508
2006,39.32769881035129,19.43525200157417,8.990984056305425,54623.61179797902,87.42098598809,82.17897865064572,83.0290776461883,14.965852257309237
